structure,pdb,fv,success,reason_for_failure,location_of_failure
7ocy_C0,7ocy,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
1rvf_H0-L0,1rvf,H0-L0,True,,
7oh0_C0-B0,7oh0,C0-B0,True,,
7oh1_E0-D0,7oh1,E0-D0,True,,
7oly_H0-L0,7oly,H0-L0,True,,
7olz_C0,7olz,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7olz_B0,7olz,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7om4_B0,7om4,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5f7l_B0,5f7l,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5f7l_D0,5f7l,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7om5_A0,7om5,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7om5_B0,7om5,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7omm_C0,7omm,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7omm_D0,7omm,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7omn_A0,7omn,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7omn_B0,7omn,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7omn_C0,7omn,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7omt_A0,7omt,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7on5_A0,7on5,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
1rz7_H0-L0,1rz7,H0-L0,True,,
7cm4_H0-L0,7cm4,H0-L0,True,,
7oo2_A0-B0,7oo2,A0-B0,True,,
7oo2_C0-D0,7oo2,C0-D0,True,,
1rz8_B0-A0,1rz8,B0-A0,True,,
1rz8_D0-C0,1rz8,D0-C0,True,,
7ooi_A0,7ooi,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7ooi_B0,7ooi,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7or9_A0-B0,7or9,A0-B0,True,,
7or9_H0-L0,7or9,H0-L0,True,,
7ora_A0-B0,7ora,A0-B0,True,,
7ora_D0-E0,7ora,D0-E0,True,,
7ora_F0-G0,7ora,F0-G0,True,,
7ora_H0-L0,7ora,H0-L0,True,,
7orb_H0-L0,7orb,H0-L0,True,,
7orb_C0-D0,7orb,C0-D0,True,,
7orb_A0-B0,7orb,A0-B0,True,,
7orb_E0-F0,7orb,E0-F0,True,,
7ow1_H0-K0,7ow1,H0-K0,True,,
7cqc_H0-L0,7cqc,H0-L0,True,,
1fgn_H0-L0,1fgn,H0-L0,True,,
7ox1_E0-F0,7ox1,E0-F0,True,,
7ox1_H0-L0,7ox1,H0-L0,True,,
7ox1_A0-B0,7ox1,A0-B0,True,,
7ox1_C0-D0,7ox1,C0-D0,True,,
7ox4_A0-B0,7ox4,A0-B0,True,,
7oxn_H0-K0,7oxn,H0-K0,True,,
5f7m_C0,5f7m,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5f7m_D0,5f7m,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
1ub5_H0-L0,1ub5,H0-L0,True,,
1ub5_A0-B0,1ub5,A0-B0,True,,
5f7n_C0,5f7n,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5f7n_D0,5f7n,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7crh_N0,7crh,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7ozt_AAA0,7ozt,AAA0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7p00_H0-H1,7p00,H0-H1,True,,
7p02_H0-H1,7p02,H0-H1,True,,
1fgv_H0-L0,1fgv,H0-L0,True,,
1fh5_H0-L0,1fh5,H0-L0,True,,
1fig_H0-L0,1fig,H0-L0,True,,
7p14_B0,7p14,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7p16_B0,7p16,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7p2d_C0,7p2d,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5kvf_H0-L0,5kvf,H0-L0,True,,
5kvg_H0-L0,5kvg,H0-L0,True,,
5kvl_H0-L0,5kvl,H0-L0,True,,
5kw9_H0-L0,5kw9,H0-L0,True,,
5kwl_70,5kwl,70,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
3zkq_D0,3zkq,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
3zks_D0,3zks,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5kzc_H0-L0,5kzc,H0-L0,True,,
5kzc_B0-D0,5kzc,B0-D0,True,,
5kzc_E0-G0,5kzc,E0-G0,True,,
5kzp_H0-L0,5kzp,H0-L0,True,,
5kzp_E0-I0,5kzp,E0-I0,True,,
5kzp_F0-J0,5kzp,F0-J0,True,,
5kzp_G0-K0,5kzp,G0-K0,True,,
5l0q_C0-B0,5l0q,C0-B0,True,,
5l0q_F0-E0,5l0q,F0-E0,True,,
5l21_B0,5l21,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5l6q_A0,5l6q,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
5l6q_B0,5l6q,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
5l6y_H0-L0,5l6y,H0-L0,True,,
5l7x_H0-L0,5l7x,H0-L0,True,,
5l88_H0-L0,5l88,H0-L0,True,,
5l9d_H0-L0,5l9d,H0-L0,True,,
5n0a_H0-L0,5n0a,H0-L0,True,,
5n0a_I0-M0,5n0a,I0-M0,True,,
5n2k_B0-A0,5n2k,B0-A0,True,,
5n2k_D0-C0,5n2k,D0-C0,True,,
5n2k_F0-E0,5n2k,F0-E0,True,,
5n2k_J0-I0,5n2k,J0-I0,True,,
5n2k_L0-K0,5n2k,L0-K0,True,,
5n2k_N0-M0,5n2k,N0-M0,True,,
5n2k_P0-O0,5n2k,P0-O0,True,,
5n2k_H0-G0,5n2k,H0-G0,True,,
5n4j_H0-L0,5n4j,H0-L0,True,,
5lcv_H0-L0,5lcv,H0-L0,True,,
5ldn_H0-L0,5ldn,H0-L0,True,,
5lgh_H0-L0,5lgh,H0-L0,True,,
5lhn_B0,5lhn,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5lhp_B0,5lhp,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5lhq_B0,5lhq,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5lhr_B0,5lhr,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5ljy_H0-L1,5ljy,H0-L1,True,,
5ljy_H1,5ljy,H1,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
5ljy_L0,5ljy,L0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5lmj_A0,5lmj,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5lmj_B0,5lmj,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5lmj_C0,5lmj,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5lmj_D0,5lmj,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5lmw_A0,5lmw,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5lqb_H0-L0,5lqb,H0-L0,True,,
5lsp_S0-T0,5lsp,S0-T0,True,,
5lsp_H0-L0,5lsp,H0-L0,True,,
5lve_A0,5lve,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
5lwf_C0,5lwf,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5lwf_D0,5lwf,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5lwy_H0-L0,5lwy,H0-L0,True,,
5lx9_H0-H1,5lx9,H0-H1,True,,
5lxa_H0-H1,5lxa,H0-H1,True,,
5lxg_H0-L0,5lxg,H0-L0,True,,
5lz0_A0,5lz0,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5lz0_B0,5lz0,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m13_B0,5m13,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m14_C0,5m14,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m14_D0,5m14,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m15_C0,5m15,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m15_D0,5m15,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m2i_G0,5m2i,G0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m2i_H0,5m2i,H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m2i_I0,5m2i,I0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m2i_J0,5m2i,J0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m2i_K0,5m2i,K0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m2i_L0,5m2i,L0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m2j_D0,5m2j,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m2m_D0,5m2m,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m2m_H0,5m2m,H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m2m_J0,5m2m,J0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m2m_N0,5m2m,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m2m_E0,5m2m,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m2m_F0,5m2m,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m2w_A0,5m2w,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m2w_B0,5m2w,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m30_D0,5m30,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m30_E0,5m30,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m30_F0,5m30,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5m63_H0-L0,5m63,H0-L0,True,,
5m63_M0-N0,5m63,M0-N0,True,,
5m6a_A0-B0,5m6a,A0-B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
5m6a_C0-D0,5m6a,C0-D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
5m6i_B0-A0,5m6i,B0-A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
5m76_A0-B0,5m76,A0-B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
2nlj_B0-A0,2nlj,B0-A0,True,,
2nr6_D0-C0,2nr6,D0-C0,True,,
2nr6_F0-E0,2nr6,F0-E0,True,,
2ntf_H0-L0,2ntf,H0-L0,True,,
2ntf_B0-A0,2ntf,B0-A0,True,,
2nxy_D0-C0,2nxy,D0-C0,True,,
2nxz_D0-C0,2nxz,D0-C0,True,,
2ny0_D0-C0,2ny0,D0-C0,True,,
2ny1_D0-C0,2ny1,D0-C0,True,,
8eb2_J0-L0,8eb2,J0-L0,True,,
8eb2_K0-M0,8eb2,K0-M0,True,,
8eb2_N0-O0,8eb2,N0-O0,True,,
3cdc_A0-B0,3cdc,A0-B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
2ny2_D0-C0,2ny2,D0-C0,True,,
2ny3_D0-C0,2ny3,D0-C0,True,,
2ny4_D0-C0,2ny4,D0-C0,True,,
2ny5_H0-L0,2ny5,H0-L0,True,,
2ny6_D0-C0,2ny6,D0-C0,True,,
2ny7_H0-L0,2ny7,H0-L0,True,,
2nyy_D0-C0,2nyy,D0-C0,True,,
2nz9_D0-C0,2nz9,D0-C0,True,,
2nz9_F0-E0,2nz9,F0-E0,True,,
2o5x_H0-L0,2o5x,H0-L0,True,,
2o5y_H0-L0,2o5y,H0-L0,True,,
2o5z_H0-L0,2o5z,H0-L0,True,,
2ok0_H0-L0,2ok0,H0-L0,True,,
2old_A0-B0,2old,A0-B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
2omb_B0-A0,2omb,B0-A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
2omb_C0-D0,2omb,C0-D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
2op4_H0-L0,2op4,H0-L0,True,,
2oqj_B0-A0,2oqj,B0-A0,True,,
2oqj_E0-D0,2oqj,E0-D0,True,,
2oqj_H0-G0,2oqj,H0-G0,True,,
2oqj_K0-J0,2oqj,K0-J0,True,,
2or9_H0-L0,2or9,H0-L0,True,,
2or9_I0-M0,2or9,I0-M0,True,,
2orb_H0-L0,2orb,H0-L0,True,,
2orb_I0-M0,2orb,I0-M0,True,,
2otw_B0-A0,2otw,B0-A0,True,,
2otw_D0-C0,2otw,D0-C0,True,,
2oz4_H0-L0,2oz4,H0-L0,True,,
2p42_B0,2p42,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2p42_D0,2p42,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2p43_B0,2p43,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2p44_B0,2p44,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2p45_B0,2p45,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2p46_B0,2p46,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2p46_D0,2p46,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2p48_B0,2p48,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2p49_B0,2p49,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2p4a_B0,2p4a,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2p4a_D0,2p4a,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2p7t_A0-B0,2p7t,A0-B0,True,,
2p8l_B0-A0,2p8l,B0-A0,True,,
2p8m_B0-A0,2p8m,B0-A0,True,,
2p8p_B0-A0,2p8p,B0-A0,True,,
2pcp_B0-A0,2pcp,B0-A0,True,,
2pcp_D0-C0,2pcp,D0-C0,True,,
2pr4_H0-L0,2pr4,H0-L0,True,,
2pw1_B0-A0,2pw1,B0-A0,True,,
2pw2_B0-A0,2pw2,B0-A0,True,,
2q1e_A0,2q1e,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
2q1e_B0,2q1e,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
2q1e_C0,2q1e,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
2q1e_D0,2q1e,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
4bjl_A0-B0,4bjl,A0-B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
2q20_A0-B0,2q20,A0-B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
2q76_B0-A0,2q76,B0-A0,True,,
2q76_D0-C0,2q76,D0-C0,True,,
2q8a_H0-L0,2q8a,H0-L0,True,,
2w0k_A0,2w0k,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
2w0k_B0,2w0k,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
2w9e_H0-L0,2w9e,H0-L0,True,,
2wuc_H0-L0,2wuc,H0-L0,True,,
2wzp_D0,2wzp,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2wzp_E0,2wzp,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2wzp_F0,2wzp,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2wzp_J0,2wzp,J0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2wzp_K0,2wzp,K0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2wzp_L0,2wzp,L0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2x1o_B0,2x1o,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2x1o_A0,2x1o,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2x1p_B0,2x1p,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2x1p_A0,2x1p,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2x1p_C0,2x1p,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2x1p_D0,2x1p,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2x1q_A0,2x1q,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2x1q_B0,2x1q,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2x6m_A0,2x6m,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2x7l_A0-B0,2x7l,A0-B0,True,,
2x7l_C0-D0,2x7l,C0-D0,True,,
2x7l_E0-F0,2x7l,E0-F0,True,,
2x7l_G0-I0,2x7l,G0-I0,True,,
2x7l_H0-L0,2x7l,H0-L0,True,,
2x7l_J0-K0,2x7l,J0-K0,True,,
2x89_A0,2x89,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2x89_B0,2x89,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2x89_C0,2x89,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2xa3_A0,2xa3,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2xa8_H0-L0,2xa8,H0-L0,True,,
2xkn_B0-A0,2xkn,B0-A0,True,,
2xkn_D0-C0,2xkn,D0-C0,True,,
2xqb_H0-L0,2xqb,H0-L0,True,,
2xqy_G0-L0,2xqy,G0-L0,True,,
2xqy_J0-K0,2xqy,J0-K0,True,,
2xra_H0-L0,2xra,H0-L0,True,,
2xt1_B0,2xt1,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2xtj_D0-B0,2xtj,D0-B0,True,,
2xv6_B0,2xv6,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2xv6_D0,2xv6,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2xwt_A0-B0,2xwt,A0-B0,True,,
2xxc_B0,2xxc,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2xxm_B0,2xxm,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2xza_H0-L0,2xza,H0-L0,True,,
2xzc_H0-L0,2xzc,H0-L0,True,,
2xzq_H0-L0,2xzq,H0-L0,True,,
2y06_H0-L0,2y06,H0-L0,True,,
2y07_H0-L0,2y07,H0-L0,True,,
2y5t_A0-B0,2y5t,A0-B0,True,,
2y6s_D0-C0,2y6s,D0-C0,True,,
2y6s_H0-L0,2y6s,H0-L0,True,,
2ybr_A0-B0,2ybr,A0-B0,True,,
2ybr_D0-E0,2ybr,D0-E0,True,,
2ybr_G0-H0,2ybr,G0-H0,True,,
2yc1_A0-B0,2yc1,A0-B0,True,,
2yc1_D0-E0,2yc1,D0-E0,True,,
2yk1_H0-L0,2yk1,H0-L0,True,,
2ykl_H0-L0,2ykl,H0-L0,True,,
3cfc_H0-L0,3cfc,H0-L0,True,,
3cfd_H0-L0,3cfd,H0-L0,True,,
3cfd_B0-A0,3cfd,B0-A0,True,,
2yss_B0-A0,2yss,B0-A0,True,,
2z91_C0-D0,2z91,C0-D0,True,,
2z91_A0-B0,2z91,A0-B0,True,,
2z92_A0-B0,2z92,A0-B0,True,,
4lkc_B0-A0,4lkc,B0-A0,True,,
7wlw_H0-L0,7wlw,H0-L0,True,,
2z93_C0-D0,2z93,C0-D0,True,,
2z93_A0,2z93,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
2z93_B0,2z93,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
7ust_B0,7ust,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4z0x_B0-A0,4z0x,B0-A0,True,,
7qnc_F0,7qnc,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7qnc_G0,7qnc,G0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7qnd_K0,7qnd,K0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7qnd_L0,7qnd,L0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7qnd_M0,7qnd,M0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7qne_G0,7qne,G0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7qqb_H0-L1,7qqb,H0-L1,True,,
7qqb_H1,7qqb,H1,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
7qqb_L0,7qqb,L0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7qt0_A0-B0,7qt0,A0-B0,True,,
7qt0_C0-D0,7qt0,C0-D0,True,,
7qt0_E0-F0,7qt0,E0-F0,True,,
7qt0_G0-H0,7qt0,G0-H0,True,,
7qt0_I0-J0,7qt0,I0-J0,True,,
7qt0_K0-L0,7qt0,K0-L0,True,,
7qt2_A0-B0,7qt2,A0-B0,True,,
7qt2_C0-D0,7qt2,C0-D0,True,,
8cau_F0,8cau,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8cau_G0,8cau,G0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8cau_H0,8cau,H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8cau_I0,8cau,I0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8cau_J0,8cau,J0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
1cfn_B0-A0,1cfn,B0-A0,True,,
1e6o_H0-L0,1e6o,H0-L0,True,,
1uz6_F0-E0,1uz6,F0-E0,True,,
1uz6_H0-L0,1uz6,H0-L0,True,,
1uz6_P0-M0,1uz6,P0-M0,True,,
1uz6_W0-V0,1uz6,W0-V0,True,,
1w72_H0-L0,1w72,H0-L0,True,,
1w72_I0-M0,1w72,I0-M0,True,,
2uzi_H0-L0,2uzi,H0-L0,True,,
2vc2_H0-L0,2vc2,H0-L0,True,,
3g9a_B0,3g9a,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
3u4e_H0-L0,3u4e,H0-L0,True,,
3u4e_A0-B0,3u4e,A0-B0,True,,
5iop_B0-A0,5iop,B0-A0,True,,
5iop_D0-C0,5iop,D0-C0,True,,
6e4z_H0-L0,6e4z,H0-L0,True,,
6huo_G0,6huo,G0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6id4_C0-D0,6id4,C0-D0,True,,
6id4_H0-L0,6id4,H0-L0,True,,
6ir1_B0,6ir1,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6j15_H0-L0,6j15,H0-L0,True,,
6j15_A0-B0,6j15,A0-B0,True,,
6j7w_A0,6j7w,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6j7w_B0,6j7w,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6k67_A0,6k67,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
6k67_C0,6k67,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
6ldx_H0-L0,6ldx,H0-L0,True,,
6ldy_A0-B0,6ldy,A0-B0,True,,
6ldy_H0-L0,6ldy,H0-L0,True,,
6mfp_H0-L0,6mfp,H0-L0,True,,
6mfp_C0-D0,6mfp,C0-D0,True,,
6u3i_H0-L0,6u3i,H0-L0,True,,
7ch4_H0-L0,7ch4,H0-L0,True,,
7cu5_B0-A1,7cu5,B0-A1,True,,
7cu5_A0-B1,7cu5,A0-B1,True,,
7dha_C0-B0,7dha,C0-B0,True,,
7e88_A0-B0,7e88,A0-B0,True,,
7e88_D0-E0,7e88,D0-E0,True,,
7e88_G0-H0,7e88,G0-H0,True,,
7e88_J0-K0,7e88,J0-K0,True,,
7f5g_B0,7f5g,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7f5g_D0,7f5g,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7pbd_F0,7pbd,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7vsw_B0-A0,7vsw,B0-A0,True,,
7vsw_F0-E0,7vsw,F0-E0,True,,
7vsw_J0-I0,7vsw,J0-I0,True,,
7vsw_N0-M0,7vsw,N0-M0,True,,
7wbz_H0-L0,7wbz,H0-L0,True,,
7wc0_H0-L0,7wc0,H0-L0,True,,
7wc0_A0-B0,7wc0,A0-B0,True,,
7wg3_E0-A0,7wg3,E0-A0,True,,
7wg3_F0-B0,7wg3,F0-B0,True,,
7wg3_G0-C0,7wg3,G0-C0,True,,
7wg3_H0-D0,7wg3,H0-D0,True,,
7x08_H0-L0,7x08,H0-L0,True,,
7x08_I0-M0,7x08,I0-M0,True,,
7x08_J0-N0,7x08,J0-N0,True,,
7x3n_B0-A0,7x3n,B0-A0,True,,
7x3n_D0-C0,7x3n,D0-C0,True,,
7xk2_S0-S1,7xk2,S0-S1,True,,
