structure,resolution_high,abangle_HL_outlier,abangle_HC1_outlier,abangle_HC2_outlier,abangle_LC1_outlier,abangle_LC2_outlier,abangle_dc_outlier,cdrh3_high,cdr_high,rare_species,exclude
2ny7_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2nyy_D0-C0,False,False,False,False,False,False,False,False,False,False,False
2nz9_D0-C0,True,False,False,False,False,False,False,False,False,False,True
2nz9_F0-E0,True,False,False,False,False,False,False,False,False,False,True
2o5x_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2o5y_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2o5z_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2ok0_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2op4_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2oqj_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2oqj_E0-D0,False,False,False,False,False,False,False,False,False,False,False
2oqj_H0-G0,False,False,False,False,False,False,False,False,False,False,False
2oqj_K0-J0,False,False,False,False,False,False,False,False,False,False,False
2or9_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2or9_I0-M0,False,False,False,False,False,False,False,False,False,False,False
2orb_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2orb_I0-M0,False,False,False,False,False,False,False,False,False,False,False
2otw_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2otw_D0-C0,False,False,False,False,False,False,False,False,False,False,False
2oz4_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2p7t_A0-B0,False,False,False,False,False,False,False,False,False,False,False
2p8l_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2p8m_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2p8p_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2pcp_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2pcp_D0-C0,False,False,False,False,False,False,False,False,False,False,False
2pr4_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2pw1_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2pw2_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2q76_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2q76_D0-C0,False,False,False,False,False,False,False,False,False,False,False
2q8a_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8eb2_J0-L0,False,False,False,False,False,False,False,False,False,False,False
8eb2_K0-M0,False,False,False,False,False,False,False,False,False,False,False
8eb2_N0-O0,False,False,False,False,False,False,False,False,False,False,False
2w9e_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2wuc_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2x7l_A0-B0,False,False,False,False,False,False,False,False,False,False,False
2x7l_C0-D0,False,False,False,False,False,False,False,False,False,False,False
2x7l_E0-F0,False,False,False,False,False,False,False,False,False,False,False
2x7l_G0-I0,False,False,False,False,False,False,False,False,False,False,False
2x7l_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2x7l_J0-K0,False,False,False,False,False,False,False,False,False,False,False
2xa8_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2xkn_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2xkn_D0-C0,False,False,False,False,False,False,False,False,False,False,False
2xqb_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2xqy_G0-L0,False,False,False,False,False,False,False,False,False,False,False
2xqy_J0-K0,False,False,False,False,False,False,False,False,False,False,False
2xra_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2xtj_D0-B0,False,False,False,False,False,False,False,False,False,False,False
2xwt_A0-B0,False,False,False,False,False,False,False,False,False,False,False
2xza_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2xzc_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2xzq_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2y06_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2y07_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2y5t_A0-B0,False,False,False,False,False,False,False,False,False,False,False
2y6s_D0-C0,False,False,False,False,False,False,False,False,False,False,False
2y6s_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2ybr_A0-B0,False,False,False,False,False,False,False,False,False,False,False
2ybr_D0-E0,False,False,False,False,False,False,False,False,False,False,False
2ybr_G0-H0,False,False,False,False,False,False,False,False,False,False,False
2yc1_A0-B0,False,False,False,False,False,False,False,False,False,False,False
2yc1_D0-E0,False,False,False,False,False,False,False,False,False,False,False
2yk1_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2ykl_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2yss_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2z91_C0-D0,False,False,False,False,False,False,False,False,False,False,False
2z91_A0-B0,False,False,False,False,False,False,False,False,False,False,False
2z92_A0-B0,False,False,False,False,False,False,False,False,False,False,False
2z93_C0-D0,False,False,False,False,False,False,False,False,False,False,False
3cfc_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3cfd_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3cfd_B0-A0,False,False,False,False,False,False,False,False,False,False,False
4lkc_B0-A0,False,False,False,False,False,False,False,False,False,False,False
4z0x_B0-A0,False,False,False,False,False,False,False,False,False,False,False
7qqb_H0-L1,False,False,False,False,False,False,False,False,False,False,False
7qt0_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7qt0_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7qt0_E0-F0,False,False,False,False,False,False,False,False,False,False,False
7qt0_G0-H0,False,False,False,False,False,False,False,False,False,False,False
7qt0_I0-J0,False,False,False,False,False,False,False,False,False,False,False
7qt0_K0-L0,False,False,False,False,False,False,False,False,False,False,False
7qt2_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7qt2_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7wlw_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1cfn_B0-A0,False,False,False,False,False,False,False,False,False,False,False
1e6o_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1uz6_F0-E0,False,False,False,False,False,False,False,False,False,False,False
1uz6_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1uz6_P0-M0,False,False,False,False,False,False,False,False,False,False,False
1uz6_W0-V0,False,False,False,False,False,False,False,False,False,False,False
1w72_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1w72_I0-M0,False,False,False,False,False,False,False,False,False,False,False
2uzi_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2vc2_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3u4e_H0-L0,False,False,False,False,False,False,False,True,False,False,True
3u4e_A0-B0,False,False,False,False,False,False,False,True,False,False,True
5iop_B0-A0,False,False,False,False,False,False,False,False,False,False,False
5iop_D0-C0,False,False,False,False,False,False,False,False,False,False,False
6e4z_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6id4_C0-D0,False,False,False,False,False,False,False,False,False,False,False
6id4_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6j15_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6j15_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6ldx_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6ldy_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6ldy_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6mfp_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6mfp_C0-D0,False,False,False,False,False,False,False,False,False,False,False
6u3i_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7ch4_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7cu5_B0-A1,False,False,False,False,False,False,False,False,False,False,False
7cu5_A0-B1,False,False,False,False,False,False,False,False,False,False,False
7dha_C0-B0,False,False,False,False,False,False,False,False,False,False,False
7e88_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7e88_D0-E0,False,False,False,False,False,False,False,False,False,False,False
7e88_G0-H0,False,False,False,False,False,False,False,False,False,False,False
7e88_J0-K0,False,False,False,False,False,False,False,False,False,False,False
7vsw_B0-A0,False,False,False,False,False,False,False,False,False,False,False
7vsw_F0-E0,False,False,False,False,False,False,False,False,False,False,False
7vsw_J0-I0,False,False,False,False,False,False,False,False,False,False,False
7vsw_N0-M0,False,False,False,False,False,False,False,False,False,False,False
7wbz_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7wc0_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7wc0_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7wg3_E0-A0,False,False,False,False,False,False,False,False,False,False,False
7wg3_F0-B0,False,False,False,False,False,False,False,False,False,False,False
7wg3_G0-C0,False,False,False,False,False,False,False,False,False,False,False
7wg3_H0-D0,False,False,False,False,False,False,False,False,False,False,False
7x08_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7x08_I0-M0,False,False,False,False,False,False,False,False,False,False,False
7x08_J0-N0,False,False,False,False,False,False,False,False,False,False,False
7x3n_B0-A0,False,False,False,False,False,False,False,False,False,False,False
7x3n_D0-C0,False,False,False,False,False,False,False,False,False,False,False
7xk2_S0-S1,False,False,False,False,False,False,False,False,False,False,False
7ytn_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8grr_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8gv1_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8gv2_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8hpt_H0-H1,False,False,False,False,False,False,False,False,False,False,False
3whx_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6qfc_B0-B1,False,False,False,False,False,False,False,False,False,False,False
6qig_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6qn7_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6qn7_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6qn8_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6qn8_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6qn8_C0-D0,False,False,False,False,False,False,False,False,False,False,False
6qn8_E0-F0,False,False,False,False,False,False,False,False,False,False,False
6qn8_G0-I0,False,False,False,False,False,False,False,False,False,False,False
6qn8_J0-K0,False,False,False,False,False,False,False,False,False,False,False
6qn9_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6qna_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6qna_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6qna_C0-D0,False,False,False,False,False,False,False,False,False,False,False
6qna_E0-F0,False,False,False,False,False,False,False,False,False,False,False
6qnk_B0-A0,False,False,False,False,False,False,False,False,False,False,False
6qnk_D0-C0,False,False,False,False,False,False,False,False,False,False,False
6qno_H0-L0,True,False,False,False,False,False,False,False,False,False,True
6qu9_A0-B0,False,False,False,False,False,False,False,False,False,False,False
